sex,length,diameter,height,whole-weight,shucked-weight,viscera-weight,shell-weight,rings
0.0,-44.400000000000006,,31.0,143.1,56.1,33.7,,11.0
0.0,88.0,67.0,22.0,78.8,130.25,19.2,24.4,9.0
0.0,104.0,84.0,32.0,149.0,51.0,31.4,57.7,11.0
1.0,incons,69.0,22.0,73.3,25.0,16.2,-80.625,11.0
0.0,92.0,68.0,-85.5,99.0,33.1,incons,37.0,10.0
0.0,90.0,67.0,25.0,69.8,23.8,21.1,23.0,10.0
0.0,85.0,,26.0,88.1,30.4,18.7,31.0,-55.75
3.0,incons,55.0,20.0,44.0,18.8,9.0,13.0,7.0
0.0,incons,76.0,27.0,132.3,57.5,41.9,31.0,10.0
0.0,81.0,61.0,24.0,63.7,24.7,incons,incons,7.0
-63.0,56.0,41.0,14.0,20.3,8.2,6.0,6.0,6.0
1.0,96.0,80.0,25.0,incons,42.5,35.8,48.0,15.0
1.0,99.20000000000002,68.0,26.0,83.9,,23.1,26.0,10.0
1.0,104.0,82.0,23.0,161.4,57.1,35.8,47.0,12.0
0.0,101.0,81.0,28.0,175.0,53.3,34.8,57.0,12.0
1.0,98.0,73.0,,136.7,33.0,26.3,41.0,21.0
3.0,47.0,35.0,11.0,13.4,5.4,incons,,6.0
3.0,51.0,37.0,12.0,17.6,7.3,4.2,4.6,5.0
3.0,63.0,48.0,17.0,incons,incons,6.9,incons,7.0
3.0,incons,50.0,16.0,34.7,15.3,6.9,9.8,7.0
3.0,67.0,50.0,16.0,36.6,14.7,8.0,incons,incons
3.0,70.0,54.0,18.0,41.1,15.0,11.5,12.4,6.0
3.0,70.0,50.0,14.0,36.0,13.1,9.6,10.8,6.0
3.0,72.0,60.0,17.0,,23.7,12.8,194.375,7.0
3.0,99.20000000000002,55.0,27.0,48.0,21.6,8.9,incons,7.0
3.0,74.0,55.0,28.0,44.3,19.4,9.1,12.3,6.0
3.0,76.0,55.0,19.0,27.5,17.2,11.7,12.1,7.0
incons,77.0,58.0,19.0,,28.6,12.7,17.2,6.0
3.0,77.0,170.5,20.0,57.9,24.3,12.6,18.0,7.0
3.0,79.0,58.0,19.0,-42.75000000000001,27.6,16.0,16.4,7.0
3.0,79.0,58.0,19.0,60.8,25.4,16.8,15.4,6.0
3.0,80.0,,20.0,,26.0,12.0,18.8,6.0
3.0,82.0,incons,20.0,,41.6,13.1,21.2,6.0
3.0,83.0,64.0,22.0,,incons,15.1,21.8,7.0
0.0,83.0,61.0,20.0,65.0,31.2,incons,194.375,6.0
3.0,85.0,65.0,20.0,79.6,23.7,incons,18.9,6.0
3.0,88.0,73.0,168.5,100.2,48.7,16.8,29.3,9.0
3.0,,incons,20.0,97.9,54.9,17.2,22.1,7.0
3.0,89.0,65.0,20.0,75.6,35.9,20.0,17.8,7.0
3.0,90.0,70.0,26.0,109.4,49.0,28.1,28.1,
,94.0,75.0,24.0,116.1,53.2,18.7,33.8,
3.0,95.0,73.0,25.0,109.3,45.8,23.7,34.4,9.0
1.0,96.0,73.0,27.0,127.9,58.9,166.05,35.0,8.0
3.0,incons,71.0,21.0,99.6,incons,19.2,30.5,9.0
0.0,98.0,77.0,25.0,121.8,61.3,19.2,35.5,8.0
1.0,incons,82.0,25.0,151.1,67.1,25.8,42.8,9.0
0.0,100.0,incons,,119.5,-49.55000000000001,166.05,33.2,9.0
0.0,-44.400000000000006,88.0,-85.5,165.5,68.3,37.1,47.8,
0.0,105.0,79.0,26.0,152.7,67.5,incons,45.0,8.0
0.0,108.0,81.0,25.0,178.2,-49.55000000000001,38.3,40.4,9.0
1.0,incons,,28.0,incons,incons,34.5,42.0,11.0
1.0,109.0,88.0,27.0,183.7,85.8,40.3,47.5,10.0
1.0,110.0,86.0,25.0,184.6,80.7,35.0,56.6,8.0
0.0,,90.0,30.0,202.9,81.4,40.3,57.5,
-63.0,incons,90.0,30.0,175.0,72.4,35.1,55.3,10.0
0.0,111.0,170.5,,193.7,99.7,33.6,47.7,9.0
0.0,113.0,90.0,31.0,211.9,94.7,48.0,53.0,10.0
0.0,114.0,-59.5,30.0,incons,77.9,43.1,54.9,9.0
0.0,114.0,,incons,150.7,69.8,35.1,38.8,10.0
1.0,incons,93.0,28.0,191.6,88.4,36.3,,9.0
0.0,-44.400000000000006,95.0,33.0,215.4,90.9,48.8,61.9,9.0
0.0,118.0,92.0,26.0,220.4,91.0,41.1,66.0,152.25
1.0,119.0,96.0,,222.0,incons,45.6,66.0,10.0
1.0,119.0,,168.5,,104.5,59.2,64.0,8.0
1.0,,95.0,,228.1,109.4,46.2,-80.625,6.0
1.0,119.0,93.0,28.0,222.6,103.5,48.8,61.0,12.0
0.0,120.0,95.0,35.0,268.9,109.8,57.5,72.0,11.0
1.0,120.0,95.0,incons,242.0,130.6,,64.1,10.0
0.0,-44.400000000000006,99.0,35.0,258.0,121.2,55.2,68.9,11.0
,121.0,95.0,35.0,276.4,121.8,46.5,79.7,10.0
0.0,121.0,,32.0,220.7,84.2,60.3,65.0,incons
1.0,,100.0,35.0,275.4,130.25,66.0,58.4,12.0
1.0,123.0,104.0,30.0,268.7,125.8,52.1,69.0,10.0
0.0,123.0,102.0,30.0,259.2,109.0,66.3,incons,9.0
0.0,123.0,101.0,33.0,91.65,106.3,56.3,82.0,152.25
1.0,124.0,101.0,32.0,274.5,125.7,55.0,73.7,11.0
0.0,124.0,100.0,33.0,261.4,incons,50.9,63.0,9.0
incons,125.0,98.0,31.0,241.7,93.0,incons,82.2,11.0
incons,incons,170.5,40.0,276.5,117.9,57.0,76.2,11.0
0.0,126.0,101.0,33.0,252.0,90.5,55.1,81.2,14.0
0.0,127.0,102.0,34.0,-42.75000000000001,123.8,61.0,incons,9.0
1.0,127.0,100.0,30.0,275.2,129.9,72.2,62.0,10.0
1.0,127.0,97.0,33.0,258.9,133.6,52.1,54.3,9.0
incons,128.0,102.0,33.0,297.2,151.9,166.05,64.2,8.0
0.0,130.0,105.0,incons,294.3,135.0,63.0,79.8,11.0
0.0,131.0,104.0,33.0,281.9,117.2,,81.0,9.0
0.0,131.0,116.0,41.0,416.1,191.8,incons,120.2,17.0
0.0,132.0,106.0,34.0,incons,118.1,42.4,194.375,15.0
0.0,132.0,104.0,38.0,311.6,151.0,59.6,80.0,10.0
1.0,134.0,117.0,,261.8,108.9,58.9,82.6,10.0
1.0,135.0,105.0,34.0,361.9,156.8,78.2,91.0,12.0
1.0,135.0,105.0,,295.7,125.6,68.1,,9.0
1.0,136.0,112.0,168.5,355.5,172.2,64.4,incons,11.0
1.0,99.20000000000002,108.0,32.0,333.5,-49.55000000000001,75.5,95.0,11.0
,139.0,112.0,44.0,,169.1,84.4,91.0,11.0
0.0,146.0,119.0,46.0,565.1,229.3,83.8,179.4,17.0
3.0,41.0,28.0,incons,9.2,3.3,2.4,2.7,152.25
3.0,48.0,170.5,,14.1,5.0,-54.750000000000014,,5.0
3.0,incons,-59.5,13.0,13.3,6.2,2.7,3.4,3.0
3.0,51.0,38.0,10.0,16.6,130.25,4.3,5.4,6.0
3.0,incons,incons,,16.6,6.2,4.3,,4.0
3.0,53.0,39.0,12.0,18.4,6.9,5.0,4.9,6.0
3.0,56.0,24.0,15.0,23.4,9.1,5.8,6.9,4.0
3.0,59.0,46.0,16.0,32.5,13.0,10.0,7.7,5.0
3.0,60.0,47.0,16.0,26.2,10.0,5.3,8.6,152.25
3.0,60.0,46.0,19.0,,11.2,7.3,7.4,6.0
3.0,61.0,44.0,incons,28.2,12.4,6.2,7.4,5.0
3.0,63.0,47.0,15.0,29.7,130.25,7.5,incons,6.0
3.0,63.0,46.0,14.0,28.8,-49.55000000000001,6.1,8.0,8.0
3.0,64.0,48.0,18.0,31.5,14.0,5.3,8.5,5.0
3.0,65.0,48.0,15.0,incons,16.5,8.9,,
,66.0,53.0,-85.5,39.2,15.5,6.1,8.9,6.0
3.0,67.0,50.0,15.0,36.5,14.1,8.8,11.0,7.0
3.0,67.0,50.0,15.0,37.2,18.9,incons,8.9,7.0
3.0,68.0,50.0,15.0,incons,13.3,incons,9.0,5.0
3.0,68.0,170.5,14.0,incons,20.8,8.5,11.0,7.0
3.0,69.0,53.0,20.0,-42.75000000000001,22.2,10.7,13.0,7.0
3.0,74.0,58.0,19.0,49.8,20.9,11.6,13.4,6.0
3.0,74.0,56.0,19.0,57.3,30.1,13.8,15.9,7.0
3.0,,56.0,incons,43.0,16.8,,194.375,6.0
3.0,77.0,53.0,16.0,50.2,24.8,7.4,14.0,6.0
3.0,82.0,62.0,18.0,67.8,31.0,13.9,,7.0
3.0,82.0,61.0,18.0,70.7,-49.55000000000001,incons,20.0,7.0
3.0,82.0,62.0,,66.7,32.7,12.2,18.2,6.0
3.0,83.0,66.0,168.5,71.9,34.0,16.2,18.0,6.0
3.0,84.0,64.0,23.0,75.2,33.8,18.4,20.0,5.0
3.0,84.0,incons,20.0,68.7,31.4,15.9,18.0,
3.0,85.0,68.0,-85.5,76.4,32.8,incons,20.0,
3.0,85.0,63.0,20.0,,32.9,14.4,21.0,6.0
incons,86.0,,20.0,72.9,31.5,16.5,21.0,7.0
3.0,86.0,65.0,18.0,85.0,43.4,17.4,19.0,7.0
3.0,87.0,65.0,24.0,79.9,36.3,12.2,incons,-55.75
3.0,incons,68.0,23.0,78.5,36.5,15.6,22.9,6.0
3.0,,69.0,26.0,89.9,41.8,16.7,26.8,6.0
3.0,88.0,65.0,,70.0,29.6,13.4,21.0,7.0
1.0,89.0,67.0,22.0,87.1,,21.9,incons,6.0
3.0,89.0,70.0,26.0,83.9,33.9,18.9,23.9,7.0
3.0,90.0,72.0,26.0,95.6,incons,25.4,27.4,7.0
3.0,90.0,incons,21.0,88.9,39.4,18.6,26.7,8.0
3.0,90.0,69.0,22.0,94.0,incons,17.1,22.7,
3.0,90.0,,21.0,89.4,46.7,166.05,23.8,7.0
3.0,91.0,71.0,25.0,106.5,45.0,25.2,29.3,7.0
3.0,91.0,75.0,24.0,99.4,47.1,21.1,25.9,6.0
3.0,92.0,72.0,20.0,incons,46.5,18.6,23.0,7.0
3.0,92.0,69.0,21.0,89.8,39.2,18.9,25.3,7.0
3.0,93.0,73.0,23.0,93.4,46.3,18.5,22.6,7.0
3.0,93.0,74.0,23.0,106.8,52.2,19.6,28.6,7.0
3.0,93.0,69.0,22.0,88.3,35.1,18.1,24.0,7.0
1.0,99.20000000000002,70.0,25.0,96.4,46.0,21.2,21.9,6.0
0.0,-44.400000000000006,73.0,,122.4,65.4,30.0,28.0,8.0
1.0,94.0,73.0,24.0,116.4,58.0,18.4,29.2,
0.0,95.0,74.0,25.0,107.4,44.4,24.3,30.0,9.0
1.0,95.0,72.0,168.5,118.3,64.9,22.0,194.375,6.0
0.0,incons,75.0,incons,135.3,64.1,21.3,34.0,6.0
0.0,96.0,77.0,incons,,58.5,28.1,31.5,6.0
0.0,96.0,72.0,20.0,,130.25,19.8,23.0,8.0
0.0,96.0,73.0,24.0,120.3,62.4,23.4,28.0,7.0
1.0,97.0,74.0,23.0,incons,39.9,19.1,25.8,152.25
incons,98.0,77.0,,129.8,64.0,24.8,33.9,8.0
0.0,99.0,79.0,27.0,126.7,60.7,25.9,29.9,8.0
0.0,99.0,80.0,27.0,122.0,54.4,28.7,28.8,7.0
0.0,100.0,78.0,27.0,131.9,62.9,30.7,31.3,6.0
3.0,100.0,77.0,24.0,112.0,56.7,20.6,27.0,8.0
0.0,100.0,77.0,27.0,128.5,63.9,25.8,30.7,7.0
0.0,100.0,80.0,-85.5,134.5,67.2,,36.5,7.0
1.0,101.0,78.0,26.0,134.8,63.3,28.2,35.7,9.0
3.0,101.0,78.0,30.0,137.0,72.4,26.2,31.2,8.0
0.0,,82.0,25.0,128.4,57.8,26.6,31.0,9.0
3.0,99.20000000000002,incons,25.0,incons,50.0,24.1,37.0,8.0
0.0,102.0,78.0,27.0,153.8,,29.1,38.0,incons
-63.0,102.0,75.0,20.0,115.7,47.6,incons,35.0,7.0
3.0,incons,81.0,incons,153.8,73.1,31.7,36.0,7.0
0.0,102.0,incons,30.0,-42.75000000000001,69.4,26.8,37.7,8.0
0.0,102.0,82.0,29.0,159.2,77.3,36.3,194.375,8.0
1.0,103.0,86.0,28.0,166.8,73.4,40.0,46.0,8.0
0.0,103.0,78.0,31.0,142.5,73.9,27.4,31.0,7.0
1.0,105.0,83.0,28.0,144.8,69.5,34.6,35.0,8.0
0.0,105.0,80.0,28.0,146.5,,31.5,34.0,11.0
1.0,106.0,85.0,26.0,151.7,,39.4,incons,
1.0,106.0,85.0,30.0,169.9,65.6,46.4,40.4,8.0
0.0,106.0,81.0,25.0,130.3,54.3,32.1,37.2,7.0
1.0,,80.0,27.0,164.3,78.7,39.2,41.0,incons
0.0,-44.400000000000006,86.0,28.0,incons,57.1,31.9,43.1,8.0
0.0,107.0,87.0,28.0,174.8,74.7,45.8,43.9,8.0
1.0,110.0,89.0,31.0,198.1,108.8,35.6,43.6,9.0
1.0,110.0,86.0,28.0,162.1,73.6,32.2,-80.625,152.25
1.0,112.0,91.0,32.0,91.65,90.5,41.4,54.8,9.0
1.0,113.0,80.0,incons,139.5,incons,33.3,36.0,
0.0,114.0,90.0,31.0,239.0,incons,51.3,59.0,10.0
0.0,,90.0,31.0,238.7,102.6,incons,68.6,-55.75
1.0,114.0,91.0,incons,221.4,-49.55000000000001,51.0,54.0,
0.0,114.0,89.0,28.0,,105.3,43.9,48.0,8.0
,114.0,92.0,34.0,180.7,81.5,38.7,42.8,-55.75
-63.0,115.0,95.0,32.0,222.8,99.1,54.9,,9.0
1.0,115.0,92.0,149.3,220.6,107.6,44.2,incons,9.0
-63.0,116.0,,30.0,223.1,111.5,incons,58.0,7.0
1.0,116.0,92.0,36.0,210.3,81.9,51.9,-80.625,8.0
0.0,116.0,91.0,30.0,,130.25,,,10.0
1.0,116.0,90.0,29.0,227.4,,44.0,-80.625,8.0
0.0,116.0,98.0,26.0,226.7,117.2,51.3,47.4,9.0
0.0,,93.0,31.0,,104.9,52.3,55.0,11.0
0.0,118.0,94.0,-85.5,241.2,95.8,48.5,61.8,-55.75
1.0,-44.400000000000006,91.0,incons,212.6,incons,48.9,50.0,incons
incons,,94.0,31.0,224.2,90.3,35.6,31.0,11.0
1.0,,90.0,30.0,222.8,117.3,44.1,50.0,
0.0,119.0,95.0,33.0,,-49.55000000000001,48.7,54.8,
1.0,119.0,92.0,,200.9,93.1,41.9,50.3,9.0
0.0,119.0,91.0,30.0,208.8,103.6,incons,incons,9.0
incons,121.0,98.0,30.0,226.9,105.3,52.9,59.0,9.0
0.0,121.0,,31.0,232.2,114.4,,55.0,9.0
0.0,121.0,94.0,33.0,246.3,120.5,52.4,58.5,11.0
0.0,122.0,94.0,30.0,232.5,113.0,51.6,61.7,incons
0.0,122.0,95.0,31.0,233.6,110.8,47.8,65.9,10.0
1.0,incons,96.0,32.0,250.5,117.0,51.9,66.0,8.0
1.0,124.0,102.0,36.0,266.3,118.8,55.2,77.6,11.0
incons,125.0,96.0,34.0,270.5,124.7,55.6,73.0,10.0
0.0,99.20000000000002,98.0,35.0,266.5,114.1,54.2,,10.0
-63.0,125.0,95.0,35.0,228.7,95.1,49.5,69.8,-55.75
1.0,125.0,100.0,33.0,incons,114.6,60.7,63.0,9.0
155.0,125.0,97.0,40.0,276.0,116.9,incons,80.2,9.0
0.0,126.0,incons,31.0,incons,incons,55.0,194.375,8.0
1.0,126.0,99.0,33.0,261.5,,56.8,,11.0
0.0,126.0,96.0,30.0,235.7,103.7,49.6,64.7,8.0
0.0,127.0,98.0,35.0,275.0,124.6,54.1,79.0,11.0
,127.0,incons,37.0,incons,136.8,,74.9,10.0
0.0,128.0,101.0,31.0,incons,141.0,53.1,67.0,10.0
1.0,,100.0,34.0,303.5,130.25,65.2,81.8,11.0
1.0,128.0,100.0,35.0,278.8,98.7,58.2,80.0,152.25
1.0,129.0,100.0,168.5,incons,130.25,47.2,63.7,10.0
0.0,129.0,-59.5,35.0,327.2,155.8,68.4,86.4,11.0
0.0,129.0,104.0,35.0,312.2,141.8,71.1,80.0,8.0
1.0,129.0,101.0,33.0,286.5,136.8,-54.750000000000014,67.2,8.0
incons,incons,,,267.7,130.25,59.8,incons,11.0
1.0,129.0,100.0,32.0,249.3,109.5,65.4,,10.0
-63.0,129.0,103.0,30.0,242.4,103.0,41.1,77.0,10.0
0.0,130.0,99.0,32.0,260.8,114.0,62.4,74.5,9.0
0.0,130.0,104.0,42.0,335.7,133.3,61.6,92.0,11.0
,130.0,105.0,37.0,324.4,132.9,,95.4,10.0
1.0,131.0,92.0,incons,298.8,137.9,66.2,,9.0
1.0,131.0,incons,35.0,-42.75000000000001,170.3,166.05,80.6,10.0
155.0,132.0,101.0,,305.6,138.0,60.5,88.2,11.0
0.0,132.0,107.0,38.0,318.1,incons,59.4,103.5,
0.0,99.20000000000002,99.0,39.0,-42.75000000000001,118.8,71.9,incons,incons
,incons,95.0,-85.5,273.9,incons,58.8,67.0,6.0
0.0,134.0,105.0,33.0,321.7,136.4,62.9,80.1,11.0
1.0,135.0,114.0,45.0,317.4,,59.9,87.0,10.0
1.0,135.0,113.0,39.0,367.5,152.9,72.3,110.6,12.0
0.0,136.0,-59.5,37.0,321.4,144.9,64.3,99.6,12.0
0.0,138.0,,35.0,340.1,165.1,72.4,194.375,8.0
-63.0,138.0,101.0,40.0,374.4,,-54.750000000000014,96.0,10.0
1.0,139.0,incons,35.0,367.7,130.25,79.2,100.6,10.0
1.0,141.0,107.0,36.0,337.0,138.6,84.0,80.9,12.0
0.0,incons,113.0,incons,439.6,202.4,104.5,109.5,11.0
0.0,143.0,113.0,35.0,390.5,152.9,,82.7,
1.0,143.0,105.0,37.0,312.0,133.1,incons,81.0,11.0
1.0,147.0,incons,44.0,511.0,226.7,88.0,incons,11.0
incons,153.0,120.0,44.0,,201.4,incons,124.1,12.0
3.0,incons,26.0,9.0,5.8,2.4,-54.750000000000014,1.9,4.0
3.0,,30.0,9.0,,3.6,1.2,2.2,3.0
3.0,39.0,27.0,8.0,6.5,2.7,1.0,1.9,4.0
3.0,40.0,31.0,-85.5,8.7,3.1,1.8,1.4,4.0
3.0,45.0,33.0,11.0,11.8,,2.5,3.0,4.0
3.0,49.0,36.0,13.0,-42.75000000000001,6.0,2.6,4.3,4.0
3.0,50.0,36.0,-85.5,incons,4.9,3.1,4.5,5.0
-63.0,53.0,39.0,incons,-42.75000000000001,7.3,3.5,5.0,7.0
3.0,55.0,39.0,,21.2,10.8,4.0,5.6,6.0
3.0,56.0,42.0,17.0,91.65,8.3,,6.8,5.0
3.0,57.0,44.0,13.0,19.2,8.1,4.1,6.0,5.0
3.0,60.0,170.5,16.0,25.1,11.0,5.3,7.8,6.0
3.0,63.0,47.0,11.0,30.2,13.0,5.4,7.8,
3.0,64.0,45.0,,28.3,13.5,5.9,8.1,6.0
3.0,68.0,53.0,16.0,40.3,18.0,9.5,11.0,5.0
3.0,74.0,56.0,20.0,44.2,23.3,5.3,12.7,6.0
3.0,75.0,56.0,16.0,46.9,22.5,9.1,13.4,6.0
3.0,75.0,55.0,20.0,46.5,23.3,,13.0,6.0
3.0,77.0,58.0,16.0,49.7,24.4,9.9,13.0,7.0
3.0,80.0,64.0,19.0,69.6,,10.6,17.4,6.0
3.0,81.0,60.0,,64.0,34.4,8.8,18.6,7.0
-63.0,82.0,60.0,20.0,56.4,25.1,11.4,17.5,7.0
3.0,82.0,65.0,168.5,64.9,26.4,incons,21.2,6.0
3.0,84.0,60.0,21.0,63.2,25.1,14.0,20.7,7.0
3.0,84.0,,22.0,72.5,34.8,12.7,21.0,7.0
3.0,84.0,62.0,19.0,55.8,25.1,10.2,17.6,6.0
3.0,,65.0,23.0,73.7,32.4,,20.9,7.0
0.0,86.0,67.0,24.0,79.4,39.7,17.3,,7.0
3.0,87.0,66.0,22.0,82.6,41.1,19.2,,6.0
3.0,87.0,69.0,23.0,83.6,44.4,14.7,21.2,7.0
3.0,88.0,66.0,22.0,74.1,,-54.750000000000014,24.0,7.0
3.0,89.0,170.5,168.5,81.8,33.5,incons,23.4,7.0
3.0,89.0,68.0,29.0,86.8,incons,18.1,26.0,7.0
incons,89.0,67.0,22.0,incons,39.7,18.7,21.8,8.0
3.0,incons,73.0,25.0,-42.75000000000001,42.7,-54.750000000000014,26.3,8.0
3.0,90.0,68.0,-85.5,98.5,48.2,21.5,24.0,6.0
3.0,99.20000000000002,66.0,21.0,74.3,,15.7,19.5,7.0
3.0,90.0,66.0,20.0,82.2,38.9,20.0,19.6,incons
3.0,90.0,66.0,,73.7,32.0,17.7,20.4,6.0
3.0,92.0,70.0,23.0,83.1,36.0,19.6,23.5,7.0
0.0,94.0,72.0,21.0,108.8,54.0,27.9,25.8,7.0
3.0,incons,76.0,25.0,incons,42.2,21.5,28.4,6.0
,95.0,70.0,incons,incons,41.2,19.8,26.0,6.0
3.0,95.0,70.0,20.0,90.9,130.25,22.2,23.0,incons
3.0,96.0,76.0,25.0,124.9,67.9,166.05,33.3,8.0
-63.0,98.0,,25.0,104.5,47.0,26.0,28.2,7.0
3.0,,75.0,28.0,109.9,incons,22.4,31.7,7.0
3.0,100.0,75.0,24.0,108.4,43.0,23.2,34.0,9.0
3.0,100.0,76.0,25.0,103.8,49.7,22.7,-80.625,8.0
0.0,100.0,78.0,incons,104.3,,23.4,26.2,6.0
1.0,101.0,78.0,25.0,108.9,49.2,30.0,28.1,7.0
155.0,102.0,,25.0,incons,-49.55000000000001,166.05,194.375,8.0
1.0,102.0,80.0,25.0,91.65,52.2,23.0,,incons
3.0,99.20000000000002,80.0,25.0,111.5,52.3,23.9,30.5,9.0
3.0,102.0,76.0,23.0,103.1,43.0,22.7,33.2,8.0
3.0,103.0,77.0,25.0,122.3,63.5,25.3,30.0,8.0
0.0,104.0,80.0,29.0,,70.5,36.9,37.0,9.0
3.0,-44.400000000000006,76.0,27.0,107.9,incons,,31.4,8.0
3.0,104.0,76.0,25.0,incons,57.6,25.9,33.4,8.0
1.0,104.0,92.0,30.0,203.8,104.6,39.7,50.8,7.0
3.0,105.0,80.0,-85.5,129.1,65.0,24.9,34.0,8.0
3.0,105.0,80.0,28.0,120.2,52.5,25.7,36.7,9.0
0.0,105.0,81.0,24.0,151.1,75.1,31.1,40.2,9.0
3.0,-44.400000000000006,79.0,24.0,121.6,59.4,27.9,28.1,incons
3.0,106.0,80.0,25.0,123.4,incons,25.4,38.0,8.0
3.0,107.0,78.0,25.0,119.8,51.9,29.8,33.8,9.0
3.0,108.0,84.0,28.0,133.3,62.5,27.6,37.9,
0.0,109.0,78.0,27.0,156.7,84.5,36.3,31.2,7.0
,incons,82.0,24.0,158.6,incons,28.1,38.0,9.0
0.0,109.0,83.0,28.0,164.0,92.3,25.4,43.6,9.0
1.0,110.0,83.0,27.0,162.9,85.4,37.1,35.0,incons
1.0,-44.400000000000006,86.0,incons,168.0,79.0,39.0,44.6,
0.0,99.20000000000002,85.0,30.0,166.3,82.2,35.3,43.3,10.0
-63.0,-44.400000000000006,86.0,29.0,179.9,92.8,35.5,,9.0
0.0,112.0,89.0,32.0,179.3,84.0,43.5,44.3,8.0
1.0,112.0,,168.5,128.1,67.2,35.3,49.0,8.0
,112.0,83.0,29.0,170.4,86.0,37.7,41.0,8.0
0.0,113.0,91.0,30.0,191.9,91.3,47.9,46.0,9.0
0.0,113.0,87.0,30.0,incons,-49.55000000000001,36.5,41.2,8.0
1.0,113.0,90.0,168.5,201.9,89.4,47.5,52.9,9.0
0.0,114.0,92.0,30.0,207.5,108.3,40.7,50.0,9.0
1.0,114.0,,29.0,175.5,82.4,43.4,44.0,8.0
3.0,114.0,88.0,30.0,151.0,68.5,32.0,44.8,8.0
1.0,115.0,92.0,29.0,198.9,93.2,45.8,53.0,7.0
1.0,115.0,90.0,32.0,incons,111.2,,51.5,10.0
0.0,115.0,87.0,28.0,169.1,80.2,38.2,44.4,9.0
1.0,115.0,94.0,33.0,173.8,87.0,-54.750000000000014,47.6,9.0
0.0,115.0,91.0,27.0,181.4,84.9,39.4,incons,9.0
3.0,incons,87.0,26.0,161.0,63.1,43.1,49.0,10.0
0.0,115.0,89.0,34.0,204.5,109.8,43.5,-80.625,9.0
0.0,incons,89.0,,169.4,83.0,38.9,incons,9.0
0.0,116.0,91.0,incons,222.8,,incons,53.0,8.0
0.0,116.0,91.0,39.0,,189.0,,88.2,9.0
0.0,116.0,incons,27.0,162.8,75.5,38.3,44.0,-55.75
0.0,116.0,90.0,28.0,192.3,97.2,-54.750000000000014,50.6,9.0
0.0,incons,90.0,29.0,200.5,109.4,39.5,incons,8.0
-63.0,116.0,90.0,31.0,186.0,77.0,49.2,194.375,9.0
0.0,117.0,92.0,29.0,incons,95.6,36.5,47.0,9.0
0.0,117.0,93.0,32.0,191.1,,incons,,7.0
0.0,118.0,94.0,30.0,199.1,96.2,46.4,48.0,8.0
1.0,120.0,95.0,32.0,205.3,97.0,49.9,51.3,9.0
0.0,120.0,91.0,34.0,238.3,139.2,47.9,48.0,152.25
1.0,120.0,93.0,30.0,220.5,109.1,52.4,50.0,8.0
0.0,120.0,93.0,31.0,203.3,102.4,incons,45.0,10.0
1.0,121.0,,33.0,235.5,122.2,45.5,58.4,9.0
0.0,121.0,95.0,28.0,223.5,111.0,51.4,54.8,9.0
0.0,121.0,96.0,34.0,236.7,116.4,47.3,incons,10.0
1.0,121.0,170.5,33.0,211.2,86.6,43.9,71.4,9.0
0.0,122.0,97.0,32.0,,,incons,48.3,8.0
0.0,122.0,97.0,29.0,266.1,156.6,,-80.625,9.0
incons,122.0,-59.5,33.0,210.4,99.6,48.4,53.4,9.0
0.0,123.0,92.0,34.0,211.3,,54.4,54.0,10.0
1.0,123.0,93.0,30.0,incons,,36.5,48.3,9.0
,123.0,,31.0,205.4,89.4,50.0,57.0,9.0
0.0,124.0,94.0,27.0,203.9,106.3,40.1,49.5,8.0
0.0,124.0,90.0,40.0,171.6,85.7,30.5,48.1,8.0
incons,124.0,96.0,32.0,222.5,112.7,48.9,56.2,8.0
1.0,incons,97.0,35.0,274.9,146.7,54.3,66.4,152.25
0.0,,96.0,37.0,241.3,incons,58.0,57.2,8.0
0.0,126.0,94.0,31.0,,117.8,42.2,57.4,8.0
0.0,126.0,100.0,,252.9,112.7,61.3,68.5,10.0
1.0,99.20000000000002,99.0,,231.3,102.3,61.6,57.7,9.0
155.0,128.0,103.0,33.0,273.8,126.4,68.3,71.6,10.0
0.0,129.0,106.0,39.0,278.0,-49.55000000000001,58.9,74.7,10.0
1.0,129.0,96.0,34.0,,105.6,,61.0,10.0
1.0,130.0,100.0,38.0,292.8,incons,67.8,84.9,9.0
incons,130.0,100.0,31.0,240.4,113.0,62.7,incons,
0.0,131.0,103.0,32.0,262.0,110.6,73.8,194.375,11.0
1.0,131.0,102.0,35.0,283.0,117.7,74.5,72.8,10.0
1.0,132.0,106.0,37.0,,109.2,54.1,95.2,11.0
0.0,133.0,105.0,32.0,272.6,125.8,55.8,68.0,8.0
3.0,133.0,100.0,34.0,259.5,120.7,58.2,71.9,9.0
1.0,134.0,incons,41.0,272.9,121.5,60.5,70.6,9.0
incons,137.0,108.0,43.0,340.5,132.8,73.1,94.7,14.0
0.0,137.0,104.0,33.0,303.8,incons,73.7,incons,10.0
1.0,-44.400000000000006,108.0,31.0,290.8,124.8,62.1,incons,9.0
0.0,138.0,-59.5,42.0,316.6,147.1,81.0,incons,12.0
1.0,138.0,incons,34.0,310.7,158.9,69.7,194.375,9.0
0.0,139.0,112.0,37.0,348.0,177.0,-54.750000000000014,87.5,10.0
0.0,incons,113.0,36.0,350.2,,67.1,-80.625,
0.0,140.0,115.0,38.0,454.6,-49.55000000000001,83.6,127.6,
1.0,99.20000000000002,105.0,38.0,329.3,170.9,-54.750000000000014,79.9,9.0
