hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
5.0,0.0,3.0,,3.0,0.2,0.1818,0.86,0.2836,0.0,,1.0
6.0,0.0,3.0,1.0,3.0,0.2,0.1818,-4.5,17.2698625,0.0,,8.0
7.0,0.0,3.0,1.0,3.0,0.22,0.2121,0.87,12.497037500000001,,29.0,30.0
8.0,,,1.0,3.0,0.22,0.2121,0.87,0.2985,3.0,69.0,72.0
9.0,0.0,3.0,1.0,3.0,3.31015,0.2121,,12.497037500000001,3.0,55.0,-22.241687499999998
-7.9750000000000005,0.0,3.0,8.14,3.0,0.22,0.2121,0.93,17.2698625,2.0,26.0,
12.785,,3.0,1.0,-6.25,0.22,0.197,0.93,0.3284,6.0,35.0,
12.0,18.335,3.0,1.0,3.0,,0.197,0.93,0.3284,,41.0,48.0
13.0,0.0,3.0,1.0,3.0,0.22,-2.875,0.93,,4.0,43.0,47.0
12.785,0.0,-8.462499999999999,1.0,,0.22,,,0.3582,0.0,-12.616437499999998,36.0
15.0,18.335,13.8775,1.0,3.0,0.22,,0.93,,1.0,42.0,43.0
,-11.225,3.0,8.14,4.0,,0.197,0.93,0.3284,1.0,35.0,37.3936875
17.0,0.0,,1.0,3.0,0.2,0.1818,,,0.0,,26.0
16.0,0.0,-8.462499999999999,1.0,,0.22,0.2273,0.55,0.194,1.0,-5.7539375,24.0
17.0,0.0,,1.0,-2.5,0.22,-2.875,0.55,0.1045,2.0,82.0,84.0
9.75,-11.225,4.0,1.0,1.0,0.2,0.2273,0.69,0.0896,3.0,101.0,104.0
19.0,0.0,13.8775,1.0,9.75,-2.35025,0.2273,0.69,0.0896,,76.0,79.0
,0.0,,,-6.25,3.31015,0.2121,0.74,,4.0,55.0,59.0
21.0,0.0,4.0,1.0,1.0,0.18,0.2121,0.74,0.0896,,36.0,38.0
,0.0,4.0,,1.0,0.18,,0.74,17.2698625,0.0,-12.616437499999998,27.0
23.0,18.335,-14.213125000000002,1.0,,3.31015,,0.8,0.1642,,-12.616437499999998,16.0
0.0,,,1.0,2.0,0.2,-2.875,0.75,,0.0,,9.0
1.0,0.0,5.0,1.0,-6.25,0.2,0.2121,0.75,0.1343,-11.1,2.0,
2.0,0.0,,,,0.2,0.2121,,,0.0,2.0,2.0
,0.0,5.0,1.0,,0.2,0.2273,0.75,,1.0,0.0,1.0
5.0,0.0,5.0,-9.28025,-2.5,0.18,4.125,0.8,0.1045,0.0,,4.0
6.0,0.0,5.0,1.0,9.75,3.31015,0.197,-4.5,-10.116437499999998,17.998625,,-22.322812499999998
12.785,0.0,-13.976812500000001,15.568150000000001,2.0,0.16,0.197,0.86,0.0896,2.0,58.0,60.0
8.0,18.335,,,9.75,0.16,,0.86,0.0896,2.0,155.0,157.0
9.0,0.0,5.0,1.0,9.75,0.18,,,0.0896,6.0,95.0,101.0
10.0,0.0,5.0,8.14,,0.18,-2.875,,0.1045,0.0,49.0,49.0
9.75,18.335,5.0,1.0,3.0,0.18,0.2121,0.93,0.1045,0.0,30.0,-22.322812499999998
12.0,-11.225,5.0,1.0,3.0,0.18,0.2121,0.93,0.1045,18.259999999999998,-12.616437499999998,29.0
12.785,-11.225,5.0,1.0,3.0,,-2.875,0.93,0.1045,17.998625,31.0,31.0
12.785,0.0,,,3.0,0.22,-4.0,0.8,0.0,2.0,36.0,38.0
,,,1.0,,,0.2576,-4.5,-10.116437499999998,1.0,-12.616437499999998,-22.322812499999998
16.0,,5.0,1.0,1.0,0.22,0.2727,0.8,0.0,10.0,70.0,80.0
17.0,0.0,5.0,-4.8999999999999995,-6.25,,,0.75,0.1343,2.0,147.0,149.0
18.0,0.0,5.0,1.0,1.0,0.24,,0.75,,2.0,107.0,109.0
19.0,0.0,5.0,1.0,2.0,0.24,0.2424,0.75,,18.259999999999998,84.0,-22.241687499999998
12.785,-11.225,5.0,15.568150000000001,2.0,0.24,0.2273,7.1,0.194,1.0,61.0,62.0
21.0,,5.0,1.0,9.75,0.22,0.2273,0.75,0.1343,1.0,57.0,58.0
22.0,0.0,,1.0,1.0,,,0.65,0.3582,-11.1,26.0,26.0
23.0,,5.0,1.0,1.0,0.24,0.2273,,-10.116437499999998,,-12.616437499999998,-22.322812499999998
0.0,0.0,6.0,,1.0,0.22,0.197,0.64,-10.116437499999998,-10.664375,26.0,
1.0,0.0,6.0,0.0,1.0,0.22,0.2273,0.64,0.194,,20.0,20.0
,0.0,,0.0,1.0,0.22,,0.64,0.1642,,15.0,37.3936875
3.0,0.0,6.0,0.0,,0.2,,0.64,0.1343,18.259999999999998,5.0,8.0
,18.335,,0.0,1.0,0.16,0.1818,0.69,0.1045,1.0,2.0,3.0
6.0,18.335,6.0,0.0,1.0,0.16,-4.0,,,0.0,2.0,2.0
7.0,,6.0,,-6.25,-2.35025,0.1818,0.59,0.1045,1.0,4.0,5.0
8.0,0.0,6.0,0.0,1.0,0.18,0.197,0.55,0.1642,,-5.7539375,34.0
9.0,0.0,13.8775,0.0,1.0,0.18,0.2121,0.59,,0.0,34.0,-22.322812499999998
10.0,0.0,6.0,0.0,9.75,3.31015,0.2121,0.64,0.1045,4.0,51.0,
11.0,0.0,6.0,-9.28025,2.0,0.18,-2.875,,0.1343,-11.1,60.0,64.0
12.0,0.0,-8.462499999999999,0.0,2.0,0.2,,0.59,0.194,12.0,66.0,78.0
13.0,0.0,6.0,15.568150000000001,2.0,-2.35025,0.2273,,0.1642,9.0,56.0,65.0
14.0,-11.225,,0.0,2.0,-2.35025,0.2273,0.6,-10.116437499999998,,89.0,-22.322812499999998
15.0,0.0,,,1.0,-2.35025,0.2121,7.1,0.2537,22.0,98.0,120.0
16.0,0.0,6.0,0.0,1.0,0.24,-2.875,0.6,,19.0,88.0,
17.0,0.0,6.0,0.0,1.0,0.24,0.2879,0.6,0.0,9.0,,91.0
18.0,0.0,6.0,0.0,1.0,,0.2273,0.69,,9.0,59.0,37.345012499999996
12.785,18.335,6.0,0.0,2.0,0.22,0.2121,0.69,0.2537,6.0,52.0,
-7.9750000000000005,-11.225,6.0,,-6.25,0.18,0.2121,0.74,0.0896,1.0,42.0,43.0
21.0,,6.0,,1.0,,0.2121,0.74,0.0896,1.0,35.0,36.0
12.785,0.0,-8.462499999999999,0.0,,0.16,0.197,7.1,0.0896,4.0,28.0,32.0
23.0,0.0,6.0,0.0,1.0,0.16,0.197,0.8,0.0896,,30.0,-22.322812499999998
0.0,-11.225,,0.0,1.0,0.16,-2.875,0.8,0.1045,0.0,33.0,33.0
,0.0,0.0,0.0,1.0,-2.35025,0.2121,7.1,0.0,7.0,22.0,29.0
2.0,0.0,0.0,,1.0,0.16,0.2273,0.8,0.0,1.0,10.0,
-7.9750000000000005,0.0,-8.462499999999999,0.0,1.0,0.14,0.2121,0.93,-10.116437499999998,1.0,7.0,-22.241687499999998
12.785,0.0,0.0,0.0,1.0,0.14,0.2121,0.93,0.0,0.0,-12.616437499999998,
5.0,0.0,0.0,,1.0,-2.35025,0.2121,-4.5,-7.4950625,0.0,3.0,3.0
7.0,0.0,0.0,0.0,1.0,0.14,0.2121,0.86,0.0,0.0,,3.0
8.0,0.0,0.0,0.0,,0.14,-2.875,0.86,0.0,1.0,11.0,12.0
12.785,0.0,0.0,8.14,2.0,,0.2273,0.8,0.0,4.0,34.0,38.0
-6.25,0.0,13.8775,0.0,2.0,-2.35025,0.2424,0.8,17.2698625,7.0,21.289862499999998,64.0
11.0,18.335,,0.0,3.5,0.22,,0.75,0.0,9.0,50.0,59.0
12.0,0.0,,0.0,1.0,0.3,0.3182,0.52,0.1045,10.0,87.0,97.0
,,0.0,0.0,1.0,-2.35025,0.2879,0.61,0.1045,13.0,,84.0
12.785,-11.225,0.0,0.0,3.5,0.28,0.303,0.61,,18.259999999999998,104.0,122.0
15.0,0.0,0.0,0.0,-2.5,,,-4.5,0.0,14.0,95.0,109.0
16.0,0.0,-8.462499999999999,0.0,,0.3,0.3333,0.56,0.0,19.0,104.0,123.0
-7.9750000000000005,,0.0,0.0,1.0,3.31015,0.2879,0.56,0.194,6.0,71.0,77.0
18.0,0.0,-8.462499999999999,-4.8999999999999995,,0.26,0.2576,0.65,0.1642,8.0,-5.7539375,65.0
19.0,0.0,,0.0,1.0,0.26,,7.1,0.194,18.259999999999998,46.0,55.0
20.0,0.0,0.0,8.14,2.0,0.26,0.2727,0.65,,3.0,,
-7.9750000000000005,0.0,23.461875,15.568150000000001,-6.25,0.24,0.2424,0.7,0.1642,18.259999999999998,25.0,28.0
22.0,18.335,0.0,15.568150000000001,,0.24,0.2273,,12.497037500000001,2.0,19.0,
23.0,0.0,0.0,0.0,2.0,-2.35025,,0.65,0.2836,5.0,,21.0
0.0,0.0,1.0,1.0,2.0,0.24,0.2273,0.65,0.2239,1.0,6.0,
1.0,0.0,1.0,1.0,,0.22,0.2121,0.64,0.2537,2.0,5.0,7.0
-6.25,,1.0,,1.0,0.22,0.2273,0.64,0.194,,21.289862499999998,-22.322812499999998
3.0,0.0,1.0,1.0,-6.25,,4.125,0.64,,,-12.616437499999998,
,0.0,-8.462499999999999,1.0,1.0,0.2,0.197,0.59,0.2239,0.0,2.0,37.345012499999996
-7.9750000000000005,0.0,1.0,1.0,1.0,0.18,0.1667,-4.5,-10.116437499999998,0.0,-12.616437499999998,8.0
12.785,,13.8775,1.0,1.0,0.16,,0.69,,0.0,37.0,-22.322812499999998
7.0,0.0,1.0,1.0,,,0.1364,0.64,-10.116437499999998,1.0,71.0,72.0
8.0,-11.225,1.0,,2.0,-2.35025,,0.59,0.2836,3.0,21.289862499999998,185.0
9.0,0.0,1.0,,2.0,0.16,0.1364,0.59,0.2985,0.0,112.0,37.3936875
10.0,0.0,1.0,1.0,-6.25,-2.35025,,0.59,0.194,1.0,68.0,69.0
11.0,0.0,13.8775,8.14,2.0,,4.125,-4.5,,2.0,46.0,-22.241687499999998
,0.0,1.0,1.0,9.75,0.18,0.2121,0.55,0.1045,-11.1,,68.0
13.0,0.0,1.0,1.0,2.0,0.16,,0.59,0.0,2.0,52.0,54.0
14.0,-11.225,1.0,1.0,,0.18,-4.0,0.55,0.1343,1.0,85.0,86.0
15.0,0.0,1.0,1.0,2.0,,0.1818,0.59,0.1343,3.0,41.0,37.3936875
16.0,0.0,-8.462499999999999,1.0,2.0,0.16,0.1818,-4.5,0.194,3.0,,86.0
17.0,0.0,-13.976812500000001,,2.0,0.16,0.1515,0.59,0.194,,155.0,-22.322812499999998
18.0,0.0,1.0,1.0,,0.16,0.1515,0.55,17.2698625,3.0,-5.7539375,156.0
19.0,-11.225,1.0,1.0,1.0,0.3,-2.875,0.61,,3.0,21.289862499999998,111.0
20.0,0.0,13.8775,-9.28025,3.0,0.16,0.1667,0.59,0.1642,0.0,78.0,78.0
-7.9750000000000005,,1.0,1.0,3.0,,0.197,,0.0896,3.0,53.0,56.0
22.0,,1.0,1.0,2.0,0.16,,0.59,0.1045,0.0,,-22.241687499999998
23.0,0.0,1.0,1.0,2.0,-2.35025,0.197,0.64,0.0896,,15.0,17.0
,0.0,2.0,,9.75,0.16,0.1818,0.64,0.1045,-11.1,6.0,
-7.9750000000000005,0.0,2.0,1.0,,3.31015,-2.875,0.69,-7.4950625,0.0,3.0,3.0
2.0,0.0,2.0,1.0,9.75,0.16,0.2273,0.69,0.0,,2.0,2.0
3.0,-11.225,2.0,15.568150000000001,2.0,0.16,0.2273,0.69,,,2.0,2.0
5.0,0.0,-13.976812500000001,8.14,3.0,-2.35025,0.2121,0.93,0.0,,3.0,3.0
6.0,0.0,2.0,1.0,3.0,0.14,,0.93,0.0,0.0,22.0,22.0
7.0,0.0,2.0,1.0,3.0,0.16,0.2273,0.93,0.0,0.0,52.0,52.0
8.0,0.0,,1.0,3.0,,0.2273,0.93,0.0,3.0,132.0,
9.0,18.335,2.0,-4.8999999999999995,2.0,0.16,0.2273,,0.0,2.0,114.0,116.0
10.0,0.0,23.461875,1.0,2.0,0.16,0.2273,0.93,,0.0,47.0,-22.322812499999998
11.0,0.0,2.0,1.0,9.75,0.18,0.2424,0.86,0.0,2.0,49.0,
12.0,0.0,-14.213125000000002,1.0,9.75,0.2,0.2576,0.86,0.0,2.0,53.0,55.0
13.0,0.0,2.0,1.0,2.0,0.2,0.2576,0.86,0.0,3.0,49.0,-22.322812499999998
14.0,0.0,,15.568150000000001,2.0,0.22,,0.8,0.0896,5.0,49.0,54.0
15.0,0.0,2.0,1.0,,3.31015,4.125,0.75,,7.0,45.0,-22.322812499999998
16.0,0.0,2.0,,2.0,0.24,4.125,0.75,0.1343,3.0,61.0,64.0
17.0,,2.0,,2.0,0.24,0.2879,0.75,0.0,4.0,172.0,176.0
18.0,18.335,2.0,,2.0,0.24,-2.875,0.81,0.1045,3.0,165.0,168.0
19.0,0.0,2.0,1.0,2.0,0.24,0.2424,-4.5,,-10.664375,105.0,108.0
20.0,,2.0,1.0,2.0,-2.35025,0.2273,0.87,0.1343,5.0,69.0,74.0
21.0,0.0,13.8775,1.0,3.5,-2.35025,0.2273,0.87,,0.0,64.0,64.0
,,,1.0,,0.22,-2.875,0.87,0.0896,2.0,21.289862499999998,36.0
23.0,0.0,2.0,-4.8999999999999995,9.75,,,-4.5,,1.0,15.0,16.0
0.0,0.0,3.0,1.0,3.0,,0.2424,0.93,0.1045,0.0,2.0,2.0
1.0,0.0,3.0,1.0,3.0,0.22,0.2273,0.93,0.194,18.259999999999998,3.0,
,0.0,3.0,1.0,9.75,0.22,0.2273,-4.5,,4.0,0.0,4.0
3.0,,3.0,1.0,3.0,0.22,,0.93,12.497037500000001,0.0,1.0,37.3936875
4.0,0.0,3.0,1.0,3.0,0.22,0.2121,0.93,0.2836,18.259999999999998,1.0,-22.241687499999998
5.0,0.0,,1.0,3.0,0.22,0.2424,7.1,0.1045,0.0,-12.616437499999998,3.0
6.0,0.0,3.0,1.0,3.0,-2.35025,0.2424,0.93,0.1045,1.0,17.0,18.0
7.0,0.0,3.0,1.0,,0.22,0.2121,0.93,0.2239,1.0,21.289862499999998,49.0
8.0,-11.225,3.0,1.0,3.0,0.22,0.2121,,0.2239,1.0,154.0,155.0
,0.0,,1.0,-6.25,,0.2576,-4.5,0.0896,,119.0,123.0
,,3.0,,2.0,0.22,0.2727,1.0,0.0,2.0,59.0,61.0
11.0,18.335,3.0,,2.0,0.24,0.2273,0.93,0.194,5.0,47.0,37.345012499999996
12.0,0.0,3.0,1.0,2.0,0.24,0.2273,0.93,0.2239,3.0,-12.616437499999998,64.0
13.0,0.0,3.0,1.0,1.0,0.34,0.3333,0.93,17.2698625,1.0,74.0,75.0
9.75,0.0,,1.0,9.75,0.38,0.3939,-4.5,0.3881,2.0,,-22.241687499999998
15.0,,,-4.8999999999999995,1.0,0.38,,-4.5,-7.4950625,10.0,66.0,76.0
16.0,,,1.0,1.0,-2.35025,0.3333,-4.5,0.2985,-11.1,21.289862499999998,103.0
,0.0,3.0,1.0,-6.25,0.36,,0.53,17.2698625,-10.664375,183.0,
12.785,0.0,3.0,8.14,1.0,,0.2879,,0.5522,7.0,175.0,182.0
9.75,0.0,3.0,1.0,,-2.35025,0.2424,-4.5,0.4925,,88.0,
20.0,0.0,3.0,1.0,1.0,0.24,0.197,0.48,,4.0,71.0,75.0
21.0,0.0,3.0,1.0,1.0,0.22,0.197,0.47,17.2698625,1.0,62.0,63.0
-7.9750000000000005,0.0,3.0,1.0,1.0,0.22,0.2121,0.44,0.2537,16.0,35.0,40.0
23.0,0.0,-8.462499999999999,1.0,1.0,0.2,0.1667,0.44,0.4478,3.0,21.289862499999998,37.345012499999996
0.0,0.0,4.0,1.0,1.0,0.2,0.1667,0.4,0.4478,17.998625,11.0,37.3936875
1.0,,4.0,1.0,1.0,0.2,-2.875,7.1,-10.116437499999998,0.0,5.0,5.0
2.0,0.0,4.0,,9.75,0.18,0.1667,0.43,0.2537,,2.0,2.0
3.0,0.0,4.0,1.0,1.0,0.18,0.1667,,0.2537,,,37.3936875
12.785,0.0,4.0,1.0,1.0,0.16,0.1364,0.5,0.2985,0.0,2.0,2.0
6.0,0.0,4.0,1.0,1.0,0.16,0.1364,0.43,0.3582,0.0,39.0,39.0
7.0,0.0,4.0,1.0,,0.14,0.1212,0.5,0.3284,1.0,,87.0
8.0,0.0,,1.0,1.0,3.31015,6.0,0.5,-10.116437499999998,4.0,184.0,188.0
9.0,0.0,4.0,,1.0,0.16,0.1364,,17.2698625,,21.289862499999998,133.0
10.0,0.0,4.0,1.0,1.0,0.18,4.125,0.43,,2.0,50.0,52.0
11.0,-11.225,13.8775,1.0,3.5,0.18,0.1364,0.43,0.4478,18.259999999999998,,64.0
,0.0,,-4.8999999999999995,,,0.1818,0.4,0.3582,2.0,,69.0
13.0,-11.225,4.0,1.0,1.0,0.2,0.1667,0.4,0.4179,4.0,47.0,51.0
-7.9750000000000005,0.0,23.461875,,1.0,0.22,,0.37,0.3881,4.0,43.0,47.0
15.0,0.0,4.0,1.0,,0.22,0.197,0.37,0.3284,4.0,-12.616437499999998,60.0
16.0,-11.225,4.0,1.0,-6.25,0.22,0.2121,0.37,0.2537,5.0,73.0,78.0
17.0,0.0,4.0,,1.0,0.2,0.197,0.4,17.2698625,18.259999999999998,170.0,175.0
,0.0,4.0,1.0,1.0,0.2,0.2121,0.4,12.497037500000001,-10.664375,145.0,147.0
19.0,18.335,13.8775,-9.28025,1.0,0.2,0.2576,0.4,12.497037500000001,4.0,92.0,96.0
20.0,,4.0,1.0,1.0,,0.2273,0.47,0.0896,,108.0,37.3936875
,0.0,4.0,1.0,1.0,0.18,0.2121,0.55,0.1045,1.0,21.289862499999998,54.0
22.0,0.0,4.0,1.0,1.0,0.18,0.2121,0.51,0.0896,2.0,39.0,41.0
23.0,0.0,4.0,1.0,1.0,0.2,0.2273,,0.1045,4.0,21.289862499999998,38.0
0.0,,5.0,1.0,2.0,0.2,0.2576,0.44,-7.4950625,3.0,10.0,13.0
1.0,,5.0,1.0,2.0,0.16,4.125,0.59,0.0,0.0,7.0,7.0
,0.0,5.0,1.0,9.75,,0.1667,0.63,0.1045,-11.1,,1.0
3.0,0.0,5.0,1.0,,,0.1667,,,0.0,1.0,1.0
5.0,0.0,5.0,1.0,2.0,0.14,0.1515,0.63,0.1343,-10.664375,7.0,37.3936875
12.785,0.0,,1.0,2.0,0.16,0.2273,0.55,-7.4950625,2.0,26.0,-22.241687499999998
7.0,,5.0,1.0,1.0,0.14,0.2121,0.59,0.0,0.0,87.0,
12.785,18.335,5.0,1.0,,0.14,0.1515,0.74,0.1343,-10.664375,217.0,-22.241687499999998
9.0,0.0,5.0,1.0,2.0,0.16,,0.8,0.1343,3.0,124.0,37.345012499999996
10.0,0.0,5.0,1.0,2.0,3.31015,0.2121,0.51,0.1343,5.0,-12.616437499999998,51.0
11.0,0.0,5.0,1.0,1.0,0.22,0.2273,0.51,0.1642,3.0,21.289862499999998,
12.0,0.0,5.0,1.0,2.0,0.24,0.2424,0.48,0.1642,8.0,78.0,-22.241687499999998
13.0,0.0,5.0,,2.0,,0.2576,0.5,0.2239,9.0,73.0,82.0
14.0,0.0,5.0,1.0,2.0,0.28,0.2727,0.45,0.1642,15.0,76.0,91.0
15.0,0.0,5.0,1.0,,,0.2727,-4.5,0.2537,18.259999999999998,81.0,90.0
16.0,0.0,23.3200875,,,-2.35025,4.125,,0.2239,8.0,91.0,99.0
17.0,0.0,,1.0,3.5,0.26,,0.56,0.1343,10.0,9.8523625,37.345012499999996
18.0,0.0,5.0,1.0,9.75,0.24,0.2576,0.6,0.1045,3.0,152.0,155.0
19.0,0.0,5.0,1.0,9.75,,,0.65,0.1343,1.0,102.0,103.0
20.0,0.0,5.0,1.0,2.0,-2.35025,4.125,,0.1642,2.0,,71.0
21.0,0.0,,,-6.25,0.24,0.2424,,0.1642,18.259999999999998,41.0,43.0
12.785,-11.225,5.0,1.0,2.0,0.24,0.2424,0.65,0.1642,1.0,45.0,46.0
-7.9750000000000005,0.0,13.8775,1.0,2.0,0.24,,0.7,12.497037500000001,1.0,30.0,31.0
0.0,0.0,6.0,0.0,2.0,0.24,,7.1,0.1642,3.0,36.0,39.0
1.0,,6.0,0.0,2.0,0.24,0.2424,0.65,0.1642,,17.0,
12.785,0.0,6.0,0.0,2.0,0.24,0.2424,0.75,-7.4950625,5.0,12.0,17.0
-7.9750000000000005,0.0,6.0,0.0,9.75,0.24,0.2424,0.75,,1.0,10.0,11.0
4.0,,,,9.75,,0.2273,0.93,0.1343,,8.0,8.0
5.0,0.0,13.8775,0.0,,0.2,0.2273,1.0,0.0896,18.259999999999998,9.0,-22.322812499999998
6.0,0.0,6.0,0.0,3.0,0.2,0.2576,1.0,0.0,0.0,4.0,4.0
7.0,0.0,6.0,0.0,3.0,,0.2576,0.93,,18.259999999999998,4.0,4.0
8.0,18.335,6.0,,3.0,0.2,-2.875,1.0,0.0896,0.0,10.0,10.0
,-11.225,,0.0,,0.2,0.2273,1.0,0.0896,18.259999999999998,17.0,20.0
10.0,0.0,6.0,0.0,,0.2,-2.875,,-10.116437499999998,3.0,-12.616437499999998,34.0
,0.0,6.0,,3.0,0.22,,1.0,0.1343,-11.1,46.0,47.0
12.0,0.0,6.0,-4.8999999999999995,3.0,3.31015,0.2273,-4.5,0.1642,,42.0,52.0
13.0,0.0,6.0,0.0,-2.5,-2.35025,0.2273,1.0,0.1642,10.0,-12.616437499999998,72.0
12.785,0.0,6.0,0.0,3.0,0.22,0.2727,1.0,0.0,5.0,-5.7539375,55.0
15.0,0.0,6.0,-4.8999999999999995,3.0,0.22,0.2727,1.0,,,9.8523625,60.0
16.0,0.0,6.0,0.0,9.75,0.22,0.2273,1.0,0.1343,17.998625,,71.0
17.0,0.0,-8.462499999999999,,2.0,0.24,0.2121,1.0,0.2836,,64.0,78.0
18.0,,6.0,0.0,-6.25,-2.35025,0.2424,0.93,0.4478,2.0,21.289862499999998,
19.0,0.0,6.0,0.0,2.0,,0.2424,0.93,0.4478,18.259999999999998,-5.7539375,84.0
,0.0,6.0,,1.0,0.3,0.2879,0.87,0.2537,5.0,64.0,69.0
21.0,0.0,6.0,0.0,1.0,-2.35025,-4.0,7.1,-10.116437499999998,3.0,-12.616437499999998,56.0
22.0,0.0,-13.976812500000001,0.0,3.5,0.26,,0.93,0.1343,,,45.0
9.75,0.0,,0.0,1.0,0.26,0.2576,0.93,0.2239,,52.0,37.345012499999996
0.0,18.335,-8.462499999999999,0.0,1.0,0.26,0.2576,,0.194,2.0,37.0,39.0
1.0,0.0,0.0,0.0,1.0,0.26,,,12.497037500000001,,40.0,44.0
12.785,0.0,0.0,-9.28025,1.0,0.26,0.2273,0.6,,0.0,20.0,-22.322812499999998
3.0,0.0,-8.462499999999999,0.0,1.0,,0.2879,0.6,0.0896,3.0,10.0,
12.785,0.0,0.0,0.0,-6.25,0.26,0.2273,0.6,0.3582,0.0,2.0,2.0
5.0,0.0,0.0,0.0,1.0,0.26,0.2576,0.6,0.2239,-10.664375,,37.345012499999996
,,0.0,0.0,1.0,0.26,0.2576,0.6,0.2239,,1.0,37.345012499999996
7.0,0.0,0.0,0.0,1.0,0.24,-2.875,0.65,0.1642,0.0,8.0,8.0
8.0,0.0,0.0,0.0,,0.24,0.2576,0.65,0.1045,2.0,21.0,
9.0,0.0,13.8775,0.0,-6.25,0.28,0.2879,0.56,0.1045,7.0,38.0,45.0
,0.0,0.0,0.0,1.0,0.3,0.2879,0.52,-10.116437499999998,15.0,74.0,89.0
11.0,0.0,0.0,0.0,1.0,0.32,-2.875,0.49,0.2537,28.0,89.0,
12.0,18.335,13.8775,0.0,1.0,0.34,0.3333,0.46,0.0,48.0,126.0,174.0
13.0,0.0,0.0,0.0,1.0,,0.3636,0.46,0.0,47.0,135.0,182.0
-7.9750000000000005,0.0,,0.0,1.0,0.34,0.3485,0.46,17.2698625,47.0,114.0,161.0
15.0,-11.225,,0.0,1.0,0.34,0.3485,0.46,-7.4950625,52.0,9.8523625,182.0
16.0,18.335,0.0,-9.28025,1.0,0.34,0.3485,0.49,0.1045,42.0,115.0,-22.241687499999998
17.0,0.0,,0.0,1.0,0.34,0.3636,0.46,0.0,24.0,97.0,121.0
18.0,0.0,0.0,-4.8999999999999995,1.0,0.3,0.303,0.56,-10.116437499999998,13.0,9.8523625,78.0
19.0,0.0,0.0,0.0,,0.28,0.2879,0.61,17.2698625,,21.289862499999998,21.0
20.0,0.0,0.0,0.0,-6.25,-2.35025,0.2879,0.61,,5.0,21.0,26.0
21.0,18.335,13.8775,0.0,1.0,0.26,,0.6,0.0,5.0,,27.0
22.0,0.0,23.461875,0.0,1.0,-2.35025,0.303,0.6,0.0,18.259999999999998,57.0,62.0
23.0,0.0,0.0,0.0,1.0,0.24,0.2879,0.65,,17.998625,26.0,30.0
0.0,0.0,,1.0,1.0,0.24,0.2879,0.65,0.0,1.0,9.8523625,15.0
,0.0,1.0,1.0,1.0,,0.2727,,0.0,1.0,4.0,37.3936875
2.0,18.335,1.0,1.0,1.0,0.2,0.2576,,,0.0,,3.0
3.0,0.0,1.0,1.0,1.0,0.2,0.2576,0.86,0.0,0.0,1.0,1.0
4.0,0.0,1.0,1.0,1.0,0.2,0.2576,0.86,0.0,1.0,1.0,2.0
5.0,0.0,1.0,1.0,1.0,0.2,0.2576,7.1,0.0,1.0,,37.3936875
6.0,18.335,1.0,1.0,9.75,0.18,0.2424,-4.5,0.0,1.0,29.0,30.0
7.0,0.0,1.0,,1.0,0.18,4.125,0.86,0.0,-11.1,89.0,
8.0,0.0,-8.462499999999999,1.0,2.0,0.16,0.2273,,0.0,7.0,223.0,37.3936875
-7.9750000000000005,18.335,1.0,1.0,,0.22,,0.8,-10.116437499999998,3.0,115.0,118.0
10.0,,1.0,1.0,1.0,0.24,-2.875,0.75,17.2698625,6.0,49.0,55.0
11.0,0.0,1.0,1.0,1.0,0.3,0.3182,,0.0896,,36.0,47.0
,0.0,1.0,1.0,2.0,,4.125,7.1,17.2698625,7.0,59.0,66.0
,-11.225,1.0,1.0,-6.25,0.36,0.3636,0.57,0.0896,-11.1,54.0,
12.785,0.0,1.0,-4.8999999999999995,2.0,0.36,0.3636,0.57,12.497037500000001,8.0,52.0,60.0
15.0,,1.0,1.0,2.0,0.38,0.3939,0.54,0.0896,4.0,46.0,50.0
-7.9750000000000005,0.0,1.0,1.0,2.0,0.36,0.3485,7.1,0.1343,16.0,98.0,114.0
17.0,0.0,1.0,1.0,2.0,0.32,4.125,-4.5,0.1642,9.0,207.0,216.0
18.0,0.0,1.0,1.0,,-2.35025,0.3333,0.66,0.1343,5.0,-5.7539375,
-7.9750000000000005,0.0,1.0,1.0,2.0,3.31015,0.3485,0.7,0.0,5.0,9.8523625,128.0
20.0,0.0,1.0,1.0,2.0,0.32,0.3333,0.7,0.1045,,,
21.0,-11.225,1.0,8.14,1.0,,0.3485,0.7,0.0,,75.0,78.0
22.0,0.0,,1.0,1.0,0.28,0.303,0.81,0.0896,,34.0,37.0
23.0,0.0,1.0,1.0,2.0,,0.3333,0.81,0.0,6.0,,25.0
,-11.225,2.0,,2.0,3.31015,,7.1,0.0,4.0,6.0,10.0
1.0,0.0,2.0,1.0,2.0,0.28,0.3182,0.87,0.0,0.0,21.289862499999998,4.0
,,2.0,1.0,2.0,0.26,0.2727,0.93,17.2698625,1.0,1.0,37.345012499999996
,0.0,2.0,1.0,,3.31015,0.2727,-4.5,12.497037500000001,0.0,-12.616437499999998,1.0
4.0,0.0,-8.462499999999999,1.0,1.0,0.26,0.2576,-4.5,0.1642,0.0,3.0,3.0
5.0,18.335,13.8775,1.0,1.0,-2.35025,0.2273,,0.3284,,2.0,2.0
,0.0,-8.462499999999999,1.0,1.0,0.26,0.2273,0.7,,0.0,39.0,39.0
