diameter,height,length,rings,sex,shell-weight,shucked-weight,viscera-weight,whole-weight
78.0,25.0,102.0,10.0,0.0,35.0,52.4,36.7,131.3
77.64978742471222,23.0,104.0,12.0,0.0,41.0,47.7,34.05505815075224,incons
116.2841362817116,incons,95.3799612699475,12.0,1.0,42.0,48.3,75.0388109010825,128.7
82.0,27.0,incons,14.0,0.0,64.0,57.1,30.5,172.4
69.0,18.0,89.0,10.0,0.0,25.0,28.6,14.8,75.9
88.0,41.0,106.0,14.0,0.0,49.0,64.0,43.5,167.0
53.0,18.0,99.20000000000002,14.894233584059535,1.0,12.0,15.6,11.4,41.3
84.0,30.0,107.0,14.0,-63.0,43.0,55.7,37.2,147.3
81.0,28.0,104.0,17.0,-63.0,52.0,55.9,36.6,163.5
83.0,26.0,106.0,20.0,0.0,53.0,55.0,38.9,168.5
84.0,26.0,106.0,17.0,incons,53.0,124.12834945557185,45.2,200.2
104.0,40.0,132.0,-11.398805014672597,1.0,90.0,134.6,96.1,335.2
77.0,28.0,104.0,9.0,0.0,32.0,49.7,40.7,91.65
84.0,26.0,107.0,14.0,0.0,56.0,60.2,36.2,161.1
103.0,35.0,139.0,15.0,0.0,78.0,115.6,82.1,303.3
78.0,21.0,102.0,13.0,1.0,incons,44.60498252316637,30.0,122.4
71.0,24.0,97.0,10.0,0.0,28.0,43.0,32.3,109.4
92.0,34.0,121.0,32.76455021880373,1.0,63.0,69.4,60.9,224.4
91.0,33.0,126.36544587415779,13.0,1.0,incons,73.8,60.1,227.3
103.0,35.0,-44.400000000000006,20.0,0.0,-80.625,130.25,54.4,296.1
101.0,37.0,124.0,13.0,0.0,70.0,138.0,73.6,305.5
105.0,31.0,123.0,37.37976563495693,0.0,194.375,73.4,47.2,227.5
99.0,38.0,incons,15.0,1.0,-73.96961931648363,93.8,53.1,287.4
88.0,31.0,114.0,13.0,0.0,54.0,95.5,46.3,223.2
86.0,24.0,114.0,15.0,0.0,62.0,69.6,33.4,212.3
81.0,incons,117.0,15.0,0.0,65.0,87.0,40.4,251.3
88.0,31.0,110.0,16.0,incons,67.0,62.6,36.5,189.2
88.0,27.0,108.0,17.0,1.0,60.0,47.7,44.2,191.8
102.0,9.241126044656369,incons,14.0,0.0,94.0,124.3,72.2,322.6
94.0,29.0,122.0,14.0,1.0,64.0,80.6,59.2,230.6
90.0,30.0,109.0,13.393041542889893,0.0,60.0,67.3,38.1,91.65
89.0,incons,118.0,13.0,1.0,64.0,76.5,46.8,226.5
54.0,19.0,69.0,9.0,0.0,14.0,13.3,10.0,39.4
86.0,31.0,110.0,11.0,1.0,46.6,57.8,45.4,157.0
85.0,34.0,106.0,17.0,1.0,55.6,69.7,47.9,189.8
91.0,33.0,106.0,11.0,1.0,59.3,63.1,56.3,196.1
75.0,28.0,97.0,8.0,3.0,34.0,40.0,24.6,104.2
-59.5,23.0,77.0,8.0,0.0,17.0,19.5,16.5,53.7
68.0,27.0,91.0,9.0,0.0,24.0,33.5,31.6,92.4
76.0,28.0,98.0,10.0,0.0,50.13571595701525,49.0,33.4,152.1
82.0,168.5,106.0,11.0,0.0,61.97880368668462,37.8,34.0,146.4
77.0,29.0,101.0,15.0,0.0,40.0,146.43630709232323,35.8,135.5
76.0,28.0,incons,13.0,155.0,incons,46.1,28.4,127.7
70.0,168.5,93.0,-55.75,155.0,38.0,84.30032788376187,30.1,115.1
72.0,incons,86.02088105180157,15.0,-32.99037509968438,39.0,34.5,27.5,107.4
82.0,-53.500000000000014,112.0,13.0,incons,60.0,70.1,47.4,49.65230319074429
77.0,30.0,101.0,12.0,0.0,43.0,49.2,5.822801934583232,128.3
87.0,168.5,103.0,10.0,0.0,51.0,58.4,41.2,incons
56.0,25.0,77.0,6.0,3.0,17.0,20.4,7.6,48.8
31.0,12.0,43.0,152.25,3.0,3.0,4.2,3.3,10.5
83.0,35.0,-44.400000000000006,15.0,0.0,58.1,incons,-54.750000000000014,208.4
78.0,26.0,103.0,9.0,1.0,36.9,incons,26.0,115.1
77.0,27.0,99.0,12.0,0.0,52.4,42.2,27.5,141.8
78.0,32.0,99.20000000000002,9.0,1.0,32.7,130.25,40.5,119.85637049931162
93.0,33.0,120.0,12.0,155.0,52.4,61.8,49.2,177.5
93.0,32.0,114.0,incons,1.0,52.6,62.9,51.5,178.7
75.0,-13.072960830865117,97.0,-55.75,1.0,33.7,38.5,26.3,111.2
74.0,36.0,94.0,9.0,0.0,32.5,38.3,incons,102.0
90.0,33.0,115.0,12.0,incons,51.2,65.5,45.0,incons
89.52590483969786,32.0,116.0,12.0,0.0,72.7,63.0,52.0,-42.75000000000001
81.0,29.0,103.0,15.0,0.0,46.8,43.0,32.7,-42.75000000000001
82.49182160645168,31.0,-44.400000000000006,11.0,0.0,34.39750558248039,56.1,33.7,143.1
67.0,22.0,88.0,9.0,0.0,24.4,130.25,19.2,78.8
84.0,32.0,104.0,11.0,0.0,57.7,51.0,31.4,149.0
69.0,22.0,incons,11.0,1.0,-80.625,25.0,16.2,73.3
68.0,-85.5,92.0,10.0,0.0,37.0,33.1,incons,99.0
67.0,25.0,90.0,10.0,0.0,23.0,23.8,21.1,69.8
34.1035836738355,26.0,85.0,-55.75,0.0,31.0,30.4,18.7,88.1
55.0,20.0,incons,7.0,3.0,13.0,18.8,9.0,44.0
76.0,27.0,incons,10.0,0.0,31.0,57.5,41.9,132.3
61.0,24.0,81.0,7.0,0.0,incons,24.7,incons,63.7
41.0,14.0,56.0,6.0,-63.0,6.0,8.2,6.0,20.3
80.0,25.0,96.0,15.0,1.0,48.0,42.5,35.8,incons
68.0,26.0,99.20000000000002,10.0,1.0,26.0,-25.687117247637033,23.1,83.9
82.0,23.0,104.0,12.0,1.0,47.0,57.1,35.8,161.4
81.0,28.0,101.0,12.0,0.0,57.0,53.3,34.8,175.0
73.0,32.109807735334265,98.0,21.0,1.0,41.0,33.0,26.3,136.7
35.0,11.0,47.0,6.0,3.0,31.85910951420495,5.4,incons,13.4
37.0,12.0,51.0,5.0,3.0,4.6,7.3,4.2,17.6
48.0,17.0,63.0,7.0,3.0,incons,incons,6.9,incons
50.0,16.0,incons,7.0,3.0,9.8,15.3,6.9,34.7
50.0,16.0,67.0,incons,3.0,incons,14.7,8.0,36.6
54.0,18.0,70.0,6.0,3.0,12.4,15.0,11.5,41.1
50.0,14.0,70.0,6.0,3.0,10.8,13.1,9.6,36.0
60.0,17.0,72.0,7.0,3.0,194.375,23.7,12.8,-40.21099606892648
55.0,27.0,99.20000000000002,7.0,3.0,incons,21.6,8.9,48.0
55.0,28.0,74.0,6.0,3.0,12.3,19.4,9.1,44.3
55.0,19.0,76.0,7.0,3.0,12.1,17.2,11.7,27.5
58.0,19.0,77.0,6.0,incons,17.2,28.6,12.7,73.55132067886349
170.5,20.0,77.0,7.0,3.0,18.0,24.3,12.6,57.9
58.0,19.0,79.0,7.0,3.0,16.4,27.6,16.0,-42.75000000000001
58.0,19.0,79.0,6.0,3.0,15.4,25.4,16.8,60.8
72.8912586721851,20.0,80.0,6.0,3.0,18.8,26.0,12.0,157.40624800213277
incons,20.0,82.0,6.0,3.0,21.2,41.6,13.1,57.28169204769408
64.0,22.0,83.0,7.0,3.0,21.8,incons,15.1,109.02301623900516
61.0,20.0,83.0,6.0,0.0,194.375,31.2,incons,65.0
65.0,20.0,85.0,6.0,3.0,18.9,23.7,incons,79.6
73.0,168.5,88.0,9.0,3.0,29.3,48.7,16.8,100.2
incons,20.0,45.36357208168406,7.0,3.0,22.1,54.9,17.2,97.9
65.0,20.0,89.0,7.0,3.0,17.8,35.9,20.0,75.6
70.0,26.0,90.0,28.69787858615178,3.0,28.1,49.0,28.1,109.4
75.0,24.0,94.0,13.442472883138336,-24.10385287442508,33.8,53.2,18.7,116.1
73.0,25.0,95.0,9.0,3.0,34.4,45.8,23.7,109.3
73.0,27.0,96.0,8.0,1.0,35.0,58.9,166.05,127.9
71.0,21.0,incons,9.0,3.0,30.5,incons,19.2,99.6
77.0,25.0,98.0,8.0,0.0,35.5,61.3,19.2,121.8
82.0,25.0,incons,9.0,1.0,42.8,67.1,25.8,151.1
incons,11.604120661953708,100.0,9.0,0.0,33.2,-49.55000000000001,166.05,119.5
88.0,-85.5,-44.400000000000006,-13.856613651085839,0.0,47.8,68.3,37.1,165.5
79.0,26.0,105.0,8.0,0.0,45.0,67.5,incons,152.7
81.0,25.0,108.0,9.0,0.0,40.4,-49.55000000000001,38.3,178.2
92.1814008455324,28.0,incons,11.0,1.0,42.0,incons,34.5,incons
88.0,27.0,109.0,10.0,1.0,47.5,85.8,40.3,183.7
86.0,25.0,110.0,8.0,1.0,56.6,80.7,35.0,184.6
90.0,30.0,128.47506770814454,3.906229814599506,0.0,57.5,81.4,40.3,202.9
90.0,30.0,incons,10.0,-63.0,55.3,72.4,35.1,175.0
170.5,9.14958940094905,111.0,9.0,0.0,47.7,99.7,33.6,193.7
90.0,31.0,113.0,10.0,0.0,53.0,94.7,48.0,211.9
-59.5,30.0,114.0,9.0,0.0,54.9,77.9,43.1,incons
81.08960831085157,incons,114.0,10.0,0.0,38.8,69.8,35.1,150.7
93.0,28.0,incons,9.0,1.0,-34.8616366952313,88.4,36.3,191.6
95.0,33.0,-44.400000000000006,9.0,0.0,61.9,90.9,48.8,215.4
92.0,26.0,118.0,152.25,0.0,66.0,91.0,41.1,220.4
96.0,5.068933265990072,119.0,10.0,1.0,66.0,incons,45.6,222.0
92.84150332917432,168.5,119.0,8.0,1.0,64.0,104.5,59.2,207.90113146633811
95.0,-5.210807183434515,9.289584795304208,6.0,1.0,-80.625,109.4,46.2,228.1
93.0,28.0,119.0,12.0,1.0,61.0,103.5,48.8,222.6
95.0,35.0,120.0,11.0,0.0,72.0,109.8,57.5,268.9
95.0,incons,120.0,10.0,1.0,64.1,130.6,35.331155357806004,242.0
99.0,35.0,-44.400000000000006,11.0,0.0,68.9,121.2,55.2,258.0
95.0,35.0,121.0,10.0,-6.6537823723390535,79.7,121.8,46.5,276.4
49.90978120341771,32.0,121.0,incons,0.0,65.0,84.2,60.3,220.7
100.0,35.0,95.00630256770734,12.0,1.0,58.4,130.25,66.0,275.4
104.0,30.0,123.0,10.0,1.0,69.0,125.8,52.1,268.7
102.0,30.0,123.0,9.0,0.0,incons,109.0,66.3,259.2
101.0,33.0,123.0,152.25,0.0,82.0,106.3,56.3,91.65
101.0,32.0,124.0,11.0,1.0,73.7,125.7,55.0,274.5
100.0,33.0,124.0,9.0,0.0,63.0,incons,50.9,261.4
98.0,31.0,125.0,11.0,incons,82.2,93.0,incons,241.7
170.5,40.0,incons,11.0,incons,76.2,117.9,57.0,276.5
101.0,33.0,126.0,14.0,0.0,81.2,90.5,55.1,252.0
102.0,34.0,127.0,9.0,0.0,incons,123.8,61.0,-42.75000000000001
100.0,30.0,127.0,10.0,1.0,62.0,129.9,72.2,275.2
97.0,33.0,127.0,9.0,1.0,54.3,133.6,52.1,258.9
102.0,33.0,128.0,8.0,incons,64.2,151.9,166.05,297.2
105.0,incons,130.0,11.0,0.0,79.8,135.0,63.0,294.3
104.0,33.0,131.0,9.0,0.0,81.0,117.2,-1.8164019288707536,281.9
116.0,41.0,131.0,17.0,0.0,120.2,191.8,incons,416.1
106.0,34.0,132.0,15.0,0.0,194.375,118.1,42.4,incons
104.0,38.0,132.0,10.0,0.0,80.0,151.0,59.6,311.6
117.0,9.010974067590716,134.0,10.0,1.0,82.6,108.9,58.9,261.8
105.0,34.0,135.0,12.0,1.0,91.0,156.8,78.2,361.9
105.0,2.0542464230501523,135.0,9.0,1.0,9.035932232353353,125.6,68.1,295.7
112.0,168.5,136.0,11.0,1.0,incons,172.2,64.4,355.5
108.0,32.0,99.20000000000002,11.0,1.0,95.0,-49.55000000000001,75.5,333.5
112.0,44.0,139.0,11.0,-19.23150175655177,91.0,169.1,84.4,132.2941033174393
119.0,46.0,146.0,17.0,0.0,179.4,229.3,83.8,565.1
28.0,incons,41.0,152.25,3.0,2.7,3.3,2.4,9.2
170.5,25.335499884922697,48.0,5.0,3.0,59.757714147824316,5.0,-54.750000000000014,14.1
-59.5,13.0,incons,3.0,3.0,3.4,6.2,2.7,13.3
38.0,10.0,51.0,6.0,3.0,5.4,130.25,4.3,16.6
incons,-9.540068474865379,incons,4.0,3.0,42.711653782984655,6.2,4.3,16.6
39.0,12.0,53.0,6.0,3.0,4.9,6.9,5.0,18.4
24.0,15.0,56.0,4.0,3.0,6.9,9.1,5.8,23.4
46.0,16.0,59.0,5.0,3.0,7.7,13.0,10.0,32.5
47.0,16.0,60.0,152.25,3.0,8.6,10.0,5.3,26.2
46.0,19.0,60.0,6.0,3.0,7.4,11.2,7.3,276.462190949432
44.0,incons,61.0,5.0,3.0,7.4,12.4,6.2,28.2
47.0,15.0,63.0,6.0,3.0,incons,130.25,7.5,29.7
46.0,14.0,63.0,8.0,3.0,8.0,-49.55000000000001,6.1,28.8
48.0,18.0,64.0,5.0,3.0,8.5,14.0,5.3,31.5
48.0,15.0,65.0,17.195271040200048,3.0,12.770620131859879,16.5,8.9,incons
53.0,-85.5,66.0,6.0,17.314332801668282,8.9,15.5,6.1,39.2
50.0,15.0,67.0,7.0,3.0,11.0,14.1,8.8,36.5
50.0,15.0,67.0,7.0,3.0,8.9,18.9,incons,37.2
50.0,15.0,68.0,5.0,3.0,9.0,13.3,incons,incons
170.5,14.0,68.0,7.0,3.0,11.0,20.8,8.5,incons
53.0,20.0,69.0,7.0,3.0,13.0,22.2,10.7,-42.75000000000001
58.0,19.0,74.0,6.0,3.0,13.4,20.9,11.6,49.8
56.0,19.0,74.0,7.0,3.0,15.9,30.1,13.8,57.3
56.0,incons,94.92695611319755,6.0,3.0,194.375,16.8,16.795786214915104,43.0
53.0,16.0,77.0,6.0,3.0,14.0,24.8,7.4,50.2
62.0,18.0,82.0,7.0,3.0,83.01214877973716,31.0,13.9,67.8
61.0,18.0,82.0,7.0,3.0,20.0,-49.55000000000001,incons,70.7
62.0,4.852309842782798,82.0,6.0,3.0,18.2,32.7,12.2,66.7
66.0,168.5,83.0,6.0,3.0,18.0,34.0,16.2,71.9
64.0,23.0,84.0,5.0,3.0,20.0,33.8,18.4,75.2
incons,20.0,84.0,28.88320676922809,3.0,18.0,31.4,15.9,68.7
68.0,-85.5,85.0,15.61826203614952,3.0,20.0,32.8,incons,76.4
63.0,20.0,85.0,6.0,3.0,21.0,32.9,14.4,227.02791528084055
63.65624234282464,20.0,86.0,7.0,incons,21.0,31.5,16.5,72.9
65.0,18.0,86.0,7.0,3.0,19.0,43.4,17.4,85.0
65.0,24.0,87.0,-55.75,3.0,incons,36.3,12.2,79.9
68.0,23.0,incons,6.0,3.0,22.9,36.5,15.6,78.5
69.0,26.0,59.0679896286019,6.0,3.0,26.8,41.8,16.7,89.9
65.0,42.683739098497874,88.0,7.0,3.0,21.0,29.6,13.4,70.0
67.0,22.0,89.0,6.0,1.0,incons,143.66466955278412,21.9,87.1
70.0,26.0,89.0,7.0,3.0,23.9,33.9,18.9,83.9
72.0,26.0,90.0,7.0,3.0,27.4,incons,25.4,95.6
incons,21.0,90.0,8.0,3.0,26.7,39.4,18.6,88.9
69.0,22.0,90.0,-18.36398634302521,3.0,22.7,incons,17.1,94.0
36.327974414978065,21.0,90.0,7.0,3.0,23.8,46.7,166.05,89.4
71.0,25.0,91.0,7.0,3.0,29.3,45.0,25.2,106.5
75.0,24.0,91.0,6.0,3.0,25.9,47.1,21.1,99.4
72.0,20.0,92.0,7.0,3.0,23.0,46.5,18.6,incons
69.0,21.0,92.0,7.0,3.0,25.3,39.2,18.9,89.8
73.0,23.0,93.0,7.0,3.0,22.6,46.3,18.5,93.4
74.0,23.0,93.0,7.0,3.0,28.6,52.2,19.6,106.8
69.0,22.0,93.0,7.0,3.0,24.0,35.1,18.1,88.3
70.0,25.0,99.20000000000002,6.0,1.0,21.9,46.0,21.2,96.4
73.0,25.704898883446326,-44.400000000000006,8.0,0.0,28.0,65.4,30.0,122.4
73.0,24.0,94.0,20.230496519558592,1.0,29.2,58.0,18.4,116.4
74.0,25.0,95.0,9.0,0.0,30.0,44.4,24.3,107.4
72.0,168.5,95.0,6.0,1.0,194.375,64.9,22.0,118.3
75.0,incons,incons,6.0,0.0,34.0,64.1,21.3,135.3
77.0,incons,96.0,6.0,0.0,31.5,58.5,28.1,34.73214103548733
72.0,20.0,96.0,8.0,0.0,23.0,130.25,19.8,58.95206162100368
73.0,24.0,96.0,7.0,0.0,28.0,62.4,23.4,120.3
74.0,23.0,97.0,152.25,1.0,25.8,39.9,19.1,incons
77.0,9.295338798469501,98.0,8.0,incons,33.9,64.0,24.8,129.8
79.0,27.0,99.0,8.0,0.0,29.9,60.7,25.9,126.7
80.0,27.0,99.0,7.0,0.0,28.8,54.4,28.7,122.0
78.0,27.0,100.0,6.0,0.0,31.3,62.9,30.7,131.9
77.0,24.0,100.0,8.0,3.0,27.0,56.7,20.6,112.0
77.0,27.0,100.0,7.0,0.0,30.7,63.9,25.8,128.5
80.0,-85.5,100.0,7.0,0.0,36.5,67.2,8.477434998294619,134.5
78.0,26.0,101.0,9.0,1.0,35.7,63.3,28.2,134.8
78.0,30.0,101.0,8.0,3.0,31.2,72.4,26.2,137.0
82.0,25.0,53.72341942784712,9.0,0.0,31.0,57.8,26.6,128.4
incons,25.0,99.20000000000002,8.0,3.0,37.0,50.0,24.1,incons
78.0,27.0,102.0,incons,0.0,38.0,55.54352411498889,29.1,153.8
75.0,20.0,102.0,7.0,-63.0,35.0,47.6,incons,115.7
81.0,incons,incons,7.0,3.0,36.0,73.1,31.7,153.8
incons,30.0,102.0,8.0,0.0,37.7,69.4,26.8,-42.75000000000001
82.0,29.0,102.0,8.0,0.0,194.375,77.3,36.3,159.2
86.0,28.0,103.0,8.0,1.0,46.0,73.4,40.0,166.8
78.0,31.0,103.0,7.0,0.0,31.0,73.9,27.4,142.5
83.0,28.0,105.0,8.0,1.0,35.0,69.5,34.6,144.8
80.0,28.0,105.0,11.0,0.0,34.0,77.31081273527055,31.5,146.5
85.0,26.0,106.0,5.749041699028056,1.0,incons,78.88582559184972,39.4,151.7
85.0,30.0,106.0,8.0,1.0,40.4,65.6,46.4,169.9
81.0,25.0,106.0,7.0,0.0,37.2,54.3,32.1,130.3
80.0,27.0,64.30030598724639,incons,1.0,41.0,78.7,39.2,164.3
86.0,28.0,-44.400000000000006,8.0,0.0,43.1,57.1,31.9,incons
87.0,28.0,107.0,8.0,0.0,43.9,74.7,45.8,174.8
89.0,31.0,110.0,9.0,1.0,43.6,108.8,35.6,198.1
86.0,28.0,110.0,152.25,1.0,-80.625,73.6,32.2,162.1
91.0,32.0,112.0,9.0,1.0,54.8,90.5,41.4,91.65
80.0,incons,113.0,-14.45437856177644,1.0,36.0,incons,33.3,139.5
90.0,31.0,114.0,10.0,0.0,59.0,incons,51.3,239.0
90.0,31.0,120.60405494693913,-55.75,0.0,68.6,102.6,incons,238.7
91.0,incons,114.0,15.000880749797723,1.0,54.0,-49.55000000000001,51.0,221.4
89.0,28.0,114.0,8.0,0.0,48.0,105.3,43.9,186.24297100448217
92.0,34.0,114.0,-55.75,-1.939584765741762,42.8,81.5,38.7,180.7
95.0,32.0,115.0,9.0,-63.0,27.479977549750952,99.1,54.9,222.8
92.0,149.3,115.0,9.0,1.0,incons,107.6,44.2,220.6
82.47134264263427,30.0,116.0,7.0,-63.0,58.0,111.5,incons,223.1
92.0,36.0,116.0,8.0,1.0,-80.625,81.9,51.9,210.3
91.0,30.0,116.0,10.0,0.0,70.3654024456335,130.25,28.76198506676128,205.06861344864433
90.0,29.0,116.0,8.0,1.0,-80.625,150.28122324548897,44.0,227.4
98.0,26.0,116.0,9.0,0.0,47.4,117.2,51.3,226.7
93.0,31.0,69.93675431677134,11.0,0.0,55.0,104.9,52.3,176.43401959083593
94.0,-85.5,118.0,-55.75,0.0,61.8,95.8,48.5,241.2
91.0,incons,-44.400000000000006,incons,1.0,50.0,incons,48.9,212.6
94.0,31.0,150.2644217025708,11.0,incons,31.0,90.3,35.6,224.2
90.0,30.0,124.65888574983995,3.4148852604641613,1.0,50.0,117.3,44.1,222.8
95.0,33.0,119.0,-17.19418193519604,0.0,54.8,-49.55000000000001,48.7,160.91075224506974
92.0,-29.797210673561747,119.0,9.0,1.0,50.3,93.1,41.9,200.9
91.0,30.0,119.0,9.0,0.0,incons,103.6,incons,208.8
98.0,30.0,121.0,9.0,incons,59.0,105.3,52.9,226.9
56.510375891289506,31.0,121.0,9.0,0.0,55.0,114.4,51.02789951991052,232.2
94.0,33.0,121.0,11.0,0.0,58.5,120.5,52.4,246.3
94.0,30.0,122.0,incons,0.0,61.7,113.0,51.6,232.5
95.0,31.0,122.0,10.0,0.0,65.9,110.8,47.8,233.6
96.0,32.0,incons,8.0,1.0,66.0,117.0,51.9,250.5
102.0,36.0,124.0,11.0,1.0,77.6,118.8,55.2,266.3
96.0,34.0,125.0,10.0,incons,73.0,124.7,55.6,270.5
98.0,35.0,99.20000000000002,10.0,0.0,74.92359878987514,114.1,54.2,266.5
95.0,35.0,125.0,-55.75,-63.0,69.8,95.1,49.5,228.7
100.0,33.0,125.0,9.0,1.0,63.0,114.6,60.7,incons
97.0,40.0,125.0,9.0,155.0,80.2,116.9,incons,276.0
incons,31.0,126.0,8.0,0.0,194.375,incons,55.0,incons
99.0,33.0,126.0,11.0,1.0,6.01481466086458,100.79804807384775,56.8,261.5
96.0,30.0,126.0,8.0,0.0,64.7,103.7,49.6,235.7
98.0,35.0,127.0,11.0,0.0,79.0,124.6,54.1,275.0
incons,37.0,127.0,10.0,6.079310006138376,74.9,136.8,31.344098670367707,incons
101.0,31.0,128.0,10.0,0.0,67.0,141.0,53.1,incons
100.0,34.0,72.65232247914167,11.0,1.0,81.8,130.25,65.2,303.5
100.0,35.0,128.0,152.25,1.0,80.0,98.7,58.2,278.8
100.0,168.5,129.0,10.0,1.0,63.7,130.25,47.2,incons
-59.5,35.0,129.0,11.0,0.0,86.4,155.8,68.4,327.2
104.0,35.0,129.0,8.0,0.0,80.0,141.8,71.1,312.2
101.0,33.0,129.0,8.0,1.0,67.2,136.8,-54.750000000000014,286.5
91.28378139823496,-13.4823247444269,incons,11.0,incons,incons,130.25,59.8,267.7
100.0,32.0,129.0,10.0,1.0,38.24896421895745,109.5,65.4,249.3
103.0,30.0,129.0,10.0,-63.0,77.0,103.0,41.1,242.4
99.0,32.0,130.0,9.0,0.0,74.5,114.0,62.4,260.8
104.0,42.0,130.0,11.0,0.0,92.0,133.3,61.6,335.7
105.0,37.0,130.0,10.0,-18.528985672520175,95.4,132.9,34.44516628870079,324.4
92.0,incons,131.0,9.0,1.0,32.62676216602803,137.9,66.2,298.8
incons,35.0,131.0,10.0,1.0,80.6,170.3,166.05,-42.75000000000001
101.0,44.5968249831091,132.0,11.0,155.0,88.2,138.0,60.5,305.6
107.0,38.0,132.0,7.487116864872305,0.0,103.5,incons,59.4,318.1
99.0,39.0,99.20000000000002,incons,0.0,incons,118.8,71.9,-42.75000000000001
95.0,-85.5,incons,6.0,-43.85887118597587,67.0,incons,58.8,273.9
105.0,33.0,134.0,11.0,0.0,80.1,136.4,62.9,321.7
114.0,45.0,135.0,10.0,1.0,87.0,106.90593222890381,59.9,317.4
113.0,39.0,135.0,12.0,1.0,110.6,152.9,72.3,367.5
-59.5,37.0,136.0,12.0,0.0,99.6,144.9,64.3,321.4
70.85159650773183,35.0,138.0,8.0,0.0,194.375,165.1,72.4,340.1
101.0,40.0,138.0,10.0,-63.0,96.0,68.65797916536576,-54.750000000000014,374.4
incons,35.0,139.0,10.0,1.0,100.6,130.25,79.2,367.7
107.0,36.0,141.0,12.0,1.0,80.9,138.6,84.0,337.0
113.0,incons,incons,11.0,0.0,109.5,202.4,104.5,439.6
113.0,35.0,143.0,4.71134193338788,0.0,82.7,152.9,20.883664533657985,390.5
105.0,37.0,143.0,11.0,1.0,81.0,133.1,incons,312.0
incons,44.0,147.0,11.0,1.0,incons,226.7,88.0,511.0
120.0,44.0,153.0,12.0,incons,124.1,201.4,incons,189.8763276168344
26.0,9.0,incons,4.0,3.0,1.9,2.4,-54.750000000000014,5.8
30.0,9.0,102.37957624990493,3.0,3.0,2.2,3.6,1.2,186.64163242229802
27.0,8.0,39.0,4.0,3.0,1.9,2.7,1.0,6.5
31.0,-85.5,40.0,4.0,3.0,1.4,3.1,1.8,8.7
33.0,11.0,45.0,4.0,3.0,3.0,80.16605204398584,2.5,11.8
36.0,13.0,49.0,4.0,3.0,4.3,6.0,2.6,-42.75000000000001
36.0,-85.5,50.0,5.0,3.0,4.5,4.9,3.1,incons
39.0,incons,53.0,7.0,-63.0,5.0,7.3,3.5,-42.75000000000001
39.0,8.847060899670108,55.0,6.0,3.0,5.6,10.8,4.0,21.2
42.0,17.0,56.0,5.0,3.0,6.8,8.3,28.266007871793093,91.65
44.0,13.0,57.0,5.0,3.0,6.0,8.1,4.1,19.2
170.5,16.0,60.0,6.0,3.0,7.8,11.0,5.3,25.1
47.0,11.0,63.0,6.582805054216663,3.0,7.8,13.0,5.4,30.2
45.0,30.5014580937387,64.0,6.0,3.0,8.1,13.5,5.9,28.3
53.0,16.0,68.0,5.0,3.0,11.0,18.0,9.5,40.3
56.0,20.0,74.0,6.0,3.0,12.7,23.3,5.3,44.2
56.0,16.0,75.0,6.0,3.0,13.4,22.5,9.1,46.9
55.0,20.0,75.0,6.0,3.0,13.0,23.3,20.229096855843725,46.5
58.0,16.0,77.0,7.0,3.0,13.0,24.4,9.9,49.7
64.0,19.0,80.0,6.0,3.0,17.4,85.53534964354631,10.6,69.6
60.0,-18.18538473520089,81.0,7.0,3.0,18.6,34.4,8.8,64.0
60.0,20.0,82.0,7.0,-63.0,17.5,25.1,11.4,56.4
65.0,168.5,82.0,6.0,3.0,21.2,26.4,incons,64.9
60.0,21.0,84.0,7.0,3.0,20.7,25.1,14.0,63.2
76.00599173258463,22.0,84.0,7.0,3.0,21.0,34.8,12.7,72.5
62.0,19.0,84.0,6.0,3.0,17.6,25.1,10.2,55.8
65.0,23.0,93.09831538541704,7.0,3.0,20.9,32.4,40.236185817194325,73.7
67.0,24.0,86.0,7.0,0.0,23.470097668624234,39.7,17.3,79.4
66.0,22.0,87.0,6.0,3.0,22.141327387736233,41.1,19.2,82.6
69.0,23.0,87.0,7.0,3.0,21.2,44.4,14.7,83.6
66.0,22.0,88.0,7.0,3.0,24.0,98.90778340086484,-54.750000000000014,74.1
170.5,168.5,89.0,7.0,3.0,23.4,33.5,incons,81.8
68.0,29.0,89.0,7.0,3.0,26.0,incons,18.1,86.8
67.0,22.0,89.0,8.0,incons,21.8,39.7,18.7,incons
73.0,25.0,incons,8.0,3.0,26.3,42.7,-54.750000000000014,-42.75000000000001
68.0,-85.5,90.0,6.0,3.0,24.0,48.2,21.5,98.5
66.0,21.0,99.20000000000002,7.0,3.0,19.5,-73.33911943002396,15.7,74.3
66.0,20.0,90.0,incons,3.0,19.6,38.9,20.0,82.2
66.0,-18.23825691612001,90.0,6.0,3.0,20.4,32.0,17.7,73.7
70.0,23.0,92.0,7.0,3.0,23.5,36.0,19.6,83.1
72.0,21.0,94.0,7.0,0.0,25.8,54.0,27.9,108.8
76.0,25.0,incons,6.0,3.0,28.4,42.2,21.5,incons
70.0,incons,95.0,6.0,49.474260852478814,26.0,41.2,19.8,incons
70.0,20.0,95.0,incons,3.0,23.0,130.25,22.2,90.9
76.0,25.0,96.0,8.0,3.0,33.3,67.9,166.05,124.9
33.63946758361627,25.0,98.0,7.0,-63.0,28.2,47.0,26.0,104.5
75.0,28.0,69.62184333120548,7.0,3.0,31.7,incons,22.4,109.9
75.0,24.0,100.0,9.0,3.0,34.0,43.0,23.2,108.4
